,GeneID,JobType,ResourceKey,faultid,CalloutDateTime,StoreKey,Longitude,Latitude,Priority,KPITargetDate,EstimatedJobDuration,HoursToTarget,BenchMarkName,KPIAchieved,JobCount
566,31,PPM,1653,1060872,2018-06-19 15:13:19.010,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,560,2018_07_11_152400,1,6
567,32,PPM,1653,1018309,2018-06-25 09:35:29.320,2969,146.150727,-18.651493,Low,2018-08-03 23:59:59.000,1,560,2018_07_11_152400,1,6
568,34,PPM,1653,1020691,2018-06-25 10:02:40.860,3321,146.8110675,-19.2477814,Low,2018-08-03 23:59:59.000,1,560,2018_07_11_152400,1,6
569,35,PPM,1653,1022461,2018-06-25 10:37:51.290,4139,146.739,-19.2885,Low,2018-08-03 23:59:59.000,1,560,2018_07_11_152400,1,6
570,36,PPM,1653,1022617,2018-06-25 10:41:12.350,3344,146.760704,-19.297871,Low,2018-08-03 23:59:59.000,1,560,2018_07_11_152400,1,6
571,37,PPM,1653,1022629,2018-06-25 10:41:20.540,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,560,2018_07_11_152400,1,6
572,202,Response,1653,5623489,2018-05-14 11:18:00.000,2969,146.150727,-18.651493,Medium,2018-05-16 11:18:00.000,1,-1348,2018_07_11_152400,0,6
573,221,Response,1653,5640365,2018-05-24 12:29:00.000,4139,146.739,-19.2885,Medium,2018-05-28 12:29:00.000,1,-1059,2018_07_11_152400,0,6
574,255,Response,1653,5675289,2018-06-18 09:35:00.000,5337,146.6749974,-19.1995716,Medium,2018-06-20 09:35:00.000,1,-510,2018_07_11_152400,0,6
575,275,Response,1653,5693819,2018-06-29 11:04:00.000,2969,146.150727,-18.651493,Medium,2018-07-03 11:04:00.000,1,-196,2018_07_11_152400,0,6
576,276,Response,1653,5699205,2018-07-03 10:26:00.000,4139,146.739,-19.2885,Medium,2018-07-05 10:26:00.000,1,-149,2018_07_11_152400,0,6
577,277,Response,1653,5699254,2018-07-03 10:39:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-05 10:39:00.000,1,-149,2018_07_11_152400,0,6
578,278,Response,1653,5699742,2018-07-03 13:29:00.000,3344,146.760704,-19.297871,Medium,2018-07-05 13:29:00.000,1,-146,2018_07_11_152400,1,6
579,279,Response,1653,5701179,2018-07-04 10:38:00.000,5337,146.6749974,-19.1995716,Low,2018-07-13 10:38:00.000,1,43,2018_07_11_152400,0,6
580,280,Response,1653,5701663,2018-07-04 14:06:00.000,3358,146.727593,-19.317331,Medium,2018-07-06 14:06:00.000,1,-121,2018_07_11_152400,1,6
581,281,Response,1653,5703314,2018-07-05 13:17:00.000,3344,146.760704,-19.297871,Medium,2018-07-09 13:17:00.000,1,-50,2018_07_11_152400,1,6
582,282,Response,1653,5704299,2018-07-06 08:12:00.000,4075,146.6786,-19.2493,Medium,2018-07-10 08:12:00.000,1,-31,2018_07_11_152400,1,6
583,283,Response,1653,5708018,2018-07-10 08:25:00.000,3357,146.794952,-19.292549,Medium,2018-07-12 08:25:00.000,1,17,2018_07_11_152400,1,6
584,285,Response,1653,5710124,2018-07-10 12:14:00.000,4139,146.739,-19.2885,Medium,2018-07-12 12:14:00.000,1,21,2018_07_11_152400,1,6
585,286,Response,1653,5710485,2018-07-10 14:29:00.000,4139,146.739,-19.2885,Medium,2018-07-12 14:29:00.000,1,23,2018_07_11_152400,1,6
586,287,Response,1653,5711288,2018-07-11 08:49:00.000,3344,146.760704,-19.297871,High,2018-07-11 12:49:00.000,1,-3,2018_07_11_152400,1,6
587,288,Response,1653,5711337,2018-07-11 09:06:00.000,3344,146.760704,-19.297871,Medium,2018-07-13 09:06:00.000,1,42,2018_07_11_152400,1,6
588,289,Response,1653,5711956,2018-07-11 13:06:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-13 13:06:00.000,1,46,2018_07_11_152400,1,6
589,290,Response,1653,5712105,2018-07-11 14:00:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-13 14:00:00.000,1,47,2018_07_11_152400,1,6
590,291,Response,1653,5712297,2018-07-11 15:24:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-13 15:24:00.000,1,48,2018_07_11_152400,1,6
591,0,Current Location,1653,0,2099-12-31 00:00:00.000,0,146.739,-19.2885,Low,2099-12-31 00:00:00.000,0,0,2018_07_13_040000,0,1
592,2,PPM,1653,966890,2018-04-26 12:24:45.700,3344,146.760704,-19.297871,Low,2018-08-03 23:59:59.000,1,523,2018_07_13_040000,1,1
593,4,PPM,1653,982852,2018-05-17 14:36:48.810,1148,146.761557,-19.301663,Low,2018-07-04 23:59:59.000,1,-197,2018_07_13_040000,1,1
594,21,PPM,1653,998705,2018-05-25 08:54:16.620,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,523,2018_07_13_040000,1,1
595,22,PPM,1653,966891,2018-05-28 09:12:10.150,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,523,2018_07_13_040000,1,1
596,26,PPM,1653,1074386,2018-06-19 14:41:24.310,5337,146.6749974,-19.1995716,Low,2018-08-03 23:59:59.000,1,523,2018_07_13_040000,1,1
597,27,PPM,1653,1054626,2018-06-19 14:49:08.450,2969,146.150727,-18.651493,Low,2018-08-03 23:59:59.000,1,523,2018_07_13_040000,1,1
598,28,PPM,1653,1058362,2018-06-19 14:59:43.150,3321,146.8110675,-19.2477814,Low,2018-08-03 23:59:59.000,1,523,2018_07_13_040000,1,1
599,29,PPM,1653,1060715,2018-06-19 15:12:22.720,4139,146.739,-19.2885,Low,2018-08-03 23:59:59.000,1,523,2018_07_13_040000,1,1
600,30,PPM,1653,1060860,2018-06-19 15:13:14.230,3344,146.760704,-19.297871,Low,2018-08-03 23:59:59.000,1,523,2018_07_13_040000,1,1
601,31,PPM,1653,1060872,2018-06-19 15:13:19.010,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,523,2018_07_13_040000,1,1
602,32,PPM,1653,1018309,2018-06-25 09:35:29.320,2969,146.150727,-18.651493,Low,2018-08-03 23:59:59.000,1,523,2018_07_13_040000,1,1
603,34,PPM,1653,1020691,2018-06-25 10:02:40.860,3321,146.8110675,-19.2477814,Low,2018-08-03 23:59:59.000,1,523,2018_07_13_040000,1,1
604,35,PPM,1653,1022461,2018-06-25 10:37:51.290,4139,146.739,-19.2885,Low,2018-08-03 23:59:59.000,1,523,2018_07_13_040000,1,1
605,36,PPM,1653,1022617,2018-06-25 10:41:12.350,3344,146.760704,-19.297871,Low,2018-08-03 23:59:59.000,1,523,2018_07_13_040000,1,1
606,37,PPM,1653,1022629,2018-06-25 10:41:20.540,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,523,2018_07_13_040000,1,1
607,202,Response,1653,5623489,2018-05-14 11:18:00.000,2969,146.150727,-18.651493,Medium,2018-05-16 11:18:00.000,1,-1385,2018_07_13_040000,0,1
608,221,Response,1653,5640365,2018-05-24 12:29:00.000,4139,146.739,-19.2885,Medium,2018-05-28 12:29:00.000,1,-1096,2018_07_13_040000,0,1
609,255,Response,1653,5675289,2018-06-18 09:35:00.000,5337,146.6749974,-19.1995716,Medium,2018-06-20 09:35:00.000,1,-547,2018_07_13_040000,0,1
610,275,Response,1653,5693819,2018-06-29 11:04:00.000,2969,146.150727,-18.651493,Medium,2018-07-03 11:04:00.000,1,-233,2018_07_13_040000,0,1
611,276,Response,1653,5699205,2018-07-03 10:26:00.000,4139,146.739,-19.2885,Medium,2018-07-05 10:26:00.000,1,-186,2018_07_13_040000,0,1
612,277,Response,1653,5699254,2018-07-03 10:39:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-05 10:39:00.000,1,-186,2018_07_13_040000,0,1
613,278,Response,1653,5699742,2018-07-03 13:29:00.000,3344,146.760704,-19.297871,Medium,2018-07-05 13:29:00.000,1,-183,2018_07_13_040000,1,1
614,279,Response,1653,5701179,2018-07-04 10:38:00.000,5337,146.6749974,-19.1995716,Low,2018-07-13 10:38:00.000,1,6,2018_07_13_040000,0,1
615,280,Response,1653,5701663,2018-07-04 14:06:00.000,3358,146.727593,-19.317331,Medium,2018-07-06 14:06:00.000,1,-158,2018_07_13_040000,1,1
616,281,Response,1653,5703314,2018-07-05 13:17:00.000,3344,146.760704,-19.297871,Medium,2018-07-09 13:17:00.000,1,-87,2018_07_13_040000,1,1
617,282,Response,1653,5704299,2018-07-06 08:12:00.000,4075,146.6786,-19.2493,Medium,2018-07-10 08:12:00.000,1,-68,2018_07_13_040000,1,1
618,283,Response,1653,5708018,2018-07-10 08:25:00.000,3357,146.794952,-19.292549,Medium,2018-07-12 08:25:00.000,1,-20,2018_07_13_040000,1,1
619,285,Response,1653,5710124,2018-07-10 12:14:00.000,4139,146.739,-19.2885,Medium,2018-07-12 12:14:00.000,1,-16,2018_07_13_040000,1,1
620,286,Response,1653,5710485,2018-07-10 14:29:00.000,4139,146.739,-19.2885,Medium,2018-07-12 14:29:00.000,1,-14,2018_07_13_040000,1,1
621,287,Response,1653,5711288,2018-07-11 08:49:00.000,3344,146.760704,-19.297871,High,2018-07-11 12:49:00.000,1,-40,2018_07_13_040000,1,1
622,288,Response,1653,5711337,2018-07-11 09:06:00.000,3344,146.760704,-19.297871,Medium,2018-07-13 09:06:00.000,1,5,2018_07_13_040000,1,1
623,289,Response,1653,5711956,2018-07-11 13:06:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-13 13:06:00.000,1,9,2018_07_13_040000,1,1
624,290,Response,1653,5712105,2018-07-11 14:00:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-13 14:00:00.000,1,10,2018_07_13_040000,1,1
625,291,Response,1653,5712297,2018-07-11 15:24:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-13 15:24:00.000,1,11,2018_07_13_040000,1,1
626,0,Current Location,1653,0,2099-12-31 00:00:00.000,0,146.8110675,-19.2477814,Low,2099-12-31 00:00:00.000,0,0,2018_07_13_080200,0,1
627,2,PPM,1653,966890,2018-04-26 12:24:45.700,3344,146.760704,-19.297871,Low,2018-08-03 23:59:59.000,1,519,2018_07_13_080200,1,1
628,4,PPM,1653,982852,2018-05-17 14:36:48.810,1148,146.761557,-19.301663,Low,2018-07-04 23:59:59.000,1,-201,2018_07_13_080200,1,1
629,21,PPM,1653,998705,2018-05-25 08:54:16.620,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,519,2018_07_13_080200,1,1
630,22,PPM,1653,966891,2018-05-28 09:12:10.150,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,519,2018_07_13_080200,1,1
631,26,PPM,1653,1074386,2018-06-19 14:41:24.310,5337,146.6749974,-19.1995716,Low,2018-08-03 23:59:59.000,1,519,2018_07_13_080200,1,1
632,27,PPM,1653,1054626,2018-06-19 14:49:08.450,2969,146.150727,-18.651493,Low,2018-08-03 23:59:59.000,1,519,2018_07_13_080200,1,1
633,28,PPM,1653,1058362,2018-06-19 14:59:43.150,3321,146.8110675,-19.2477814,Low,2018-08-03 23:59:59.000,1,519,2018_07_13_080200,1,1
634,29,PPM,1653,1060715,2018-06-19 15:12:22.720,4139,146.739,-19.2885,Low,2018-08-03 23:59:59.000,1,519,2018_07_13_080200,1,1
635,30,PPM,1653,1060860,2018-06-19 15:13:14.230,3344,146.760704,-19.297871,Low,2018-08-03 23:59:59.000,1,519,2018_07_13_080200,1,1
636,31,PPM,1653,1060872,2018-06-19 15:13:19.010,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,519,2018_07_13_080200,1,1
637,32,PPM,1653,1018309,2018-06-25 09:35:29.320,2969,146.150727,-18.651493,Low,2018-08-03 23:59:59.000,1,519,2018_07_13_080200,1,1
638,34,PPM,1653,1020691,2018-06-25 10:02:40.860,3321,146.8110675,-19.2477814,Low,2018-08-03 23:59:59.000,1,519,2018_07_13_080200,1,1
639,35,PPM,1653,1022461,2018-06-25 10:37:51.290,4139,146.739,-19.2885,Low,2018-08-03 23:59:59.000,1,519,2018_07_13_080200,1,1
640,36,PPM,1653,1022617,2018-06-25 10:41:12.350,3344,146.760704,-19.297871,Low,2018-08-03 23:59:59.000,1,519,2018_07_13_080200,1,1
641,37,PPM,1653,1022629,2018-06-25 10:41:20.540,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,519,2018_07_13_080200,1,1
642,202,Response,1653,5623489,2018-05-14 11:18:00.000,2969,146.150727,-18.651493,Medium,2018-05-16 11:18:00.000,1,-1389,2018_07_13_080200,0,1
643,221,Response,1653,5640365,2018-05-24 12:29:00.000,4139,146.739,-19.2885,Medium,2018-05-28 12:29:00.000,1,-1100,2018_07_13_080200,0,1
644,255,Response,1653,5675289,2018-06-18 09:35:00.000,5337,146.6749974,-19.1995716,Medium,2018-06-20 09:35:00.000,1,-551,2018_07_13_080200,0,1
645,275,Response,1653,5693819,2018-06-29 11:04:00.000,2969,146.150727,-18.651493,Medium,2018-07-03 11:04:00.000,1,-237,2018_07_13_080200,0,1
646,276,Response,1653,5699205,2018-07-03 10:26:00.000,4139,146.739,-19.2885,Medium,2018-07-05 10:26:00.000,1,-190,2018_07_13_080200,0,1
647,277,Response,1653,5699254,2018-07-03 10:39:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-05 10:39:00.000,1,-190,2018_07_13_080200,0,1
648,278,Response,1653,5699742,2018-07-03 13:29:00.000,3344,146.760704,-19.297871,Medium,2018-07-05 13:29:00.000,1,-187,2018_07_13_080200,1,1
649,279,Response,1653,5701179,2018-07-04 10:38:00.000,5337,146.6749974,-19.1995716,Low,2018-07-13 10:38:00.000,1,2,2018_07_13_080200,0,1
650,280,Response,1653,5701663,2018-07-04 14:06:00.000,3358,146.727593,-19.317331,Medium,2018-07-06 14:06:00.000,1,-162,2018_07_13_080200,1,1
651,281,Response,1653,5703314,2018-07-05 13:17:00.000,3344,146.760704,-19.297871,Medium,2018-07-09 13:17:00.000,1,-91,2018_07_13_080200,1,1
652,282,Response,1653,5704299,2018-07-06 08:12:00.000,4075,146.6786,-19.2493,Medium,2018-07-10 08:12:00.000,1,-72,2018_07_13_080200,1,1
653,283,Response,1653,5708018,2018-07-10 08:25:00.000,3357,146.794952,-19.292549,Medium,2018-07-12 08:25:00.000,1,-24,2018_07_13_080200,1,1
654,285,Response,1653,5710124,2018-07-10 12:14:00.000,4139,146.739,-19.2885,Medium,2018-07-12 12:14:00.000,1,-20,2018_07_13_080200,1,1
655,286,Response,1653,5710485,2018-07-10 14:29:00.000,4139,146.739,-19.2885,Medium,2018-07-12 14:29:00.000,1,-18,2018_07_13_080200,1,1
656,287,Response,1653,5711288,2018-07-11 08:49:00.000,3344,146.760704,-19.297871,High,2018-07-11 12:49:00.000,1,-44,2018_07_13_080200,1,1
657,288,Response,1653,5711337,2018-07-11 09:06:00.000,3344,146.760704,-19.297871,Medium,2018-07-13 09:06:00.000,1,1,2018_07_13_080200,1,1
658,289,Response,1653,5711956,2018-07-11 13:06:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-13 13:06:00.000,1,5,2018_07_13_080200,1,1
659,290,Response,1653,5712105,2018-07-11 14:00:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-13 14:00:00.000,1,6,2018_07_13_080200,1,1
660,291,Response,1653,5712297,2018-07-11 15:24:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-13 15:24:00.000,1,7,2018_07_13_080200,1,1
661,292,Response,1653,5714432,2018-07-13 08:02:00.000,5337,146.6749974,-19.1995716,Medium,2018-07-17 08:02:00.000,1,96,2018_07_13_080200,0,1
662,0,Current Location,1653,0,2099-12-31 00:00:00.000,0,146.8110675,-19.2477814,Low,2099-12-31 00:00:00.000,0,0,2018_07_13_092300,0,1
663,2,PPM,1653,966890,2018-04-26 12:24:45.700,3344,146.760704,-19.297871,Low,2018-08-03 23:59:59.000,1,518,2018_07_13_092300,1,1
664,4,PPM,1653,982852,2018-05-17 14:36:48.810,1148,146.761557,-19.301663,Low,2018-07-04 23:59:59.000,1,-202,2018_07_13_092300,1,1
665,21,PPM,1653,998705,2018-05-25 08:54:16.620,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,518,2018_07_13_092300,1,1
666,22,PPM,1653,966891,2018-05-28 09:12:10.150,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,518,2018_07_13_092300,1,1
667,26,PPM,1653,1074386,2018-06-19 14:41:24.310,5337,146.6749974,-19.1995716,Low,2018-08-03 23:59:59.000,1,518,2018_07_13_092300,1,1
668,27,PPM,1653,1054626,2018-06-19 14:49:08.450,2969,146.150727,-18.651493,Low,2018-08-03 23:59:59.000,1,518,2018_07_13_092300,1,1
669,28,PPM,1653,1058362,2018-06-19 14:59:43.150,3321,146.8110675,-19.2477814,Low,2018-08-03 23:59:59.000,1,518,2018_07_13_092300,1,1
670,29,PPM,1653,1060715,2018-06-19 15:12:22.720,4139,146.739,-19.2885,Low,2018-08-03 23:59:59.000,1,518,2018_07_13_092300,1,1
671,30,PPM,1653,1060860,2018-06-19 15:13:14.230,3344,146.760704,-19.297871,Low,2018-08-03 23:59:59.000,1,518,2018_07_13_092300,1,1
672,31,PPM,1653,1060872,2018-06-19 15:13:19.010,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,518,2018_07_13_092300,1,1
673,32,PPM,1653,1018309,2018-06-25 09:35:29.320,2969,146.150727,-18.651493,Low,2018-08-03 23:59:59.000,1,518,2018_07_13_092300,1,1
674,34,PPM,1653,1020691,2018-06-25 10:02:40.860,3321,146.8110675,-19.2477814,Low,2018-08-03 23:59:59.000,1,518,2018_07_13_092300,1,1
675,35,PPM,1653,1022461,2018-06-25 10:37:51.290,4139,146.739,-19.2885,Low,2018-08-03 23:59:59.000,1,518,2018_07_13_092300,1,1
676,36,PPM,1653,1022617,2018-06-25 10:41:12.350,3344,146.760704,-19.297871,Low,2018-08-03 23:59:59.000,1,518,2018_07_13_092300,1,1
677,37,PPM,1653,1022629,2018-06-25 10:41:20.540,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,518,2018_07_13_092300,1,1
678,287,Response,1653,5623489,2018-05-14 11:18:00.000,2969,146.150727,-18.651493,Medium,2018-05-16 11:18:00.000,1,-1390,2018_07_13_092300,0,1
679,306,Response,1653,5640365,2018-05-24 12:29:00.000,4139,146.739,-19.2885,Medium,2018-05-28 12:29:00.000,1,-1101,2018_07_13_092300,0,1
680,340,Response,1653,5675289,2018-06-18 09:35:00.000,5337,146.6749974,-19.1995716,Medium,2018-06-20 09:35:00.000,1,-552,2018_07_13_092300,0,1
681,360,Response,1653,5693819,2018-06-29 11:04:00.000,2969,146.150727,-18.651493,Medium,2018-07-03 11:04:00.000,1,-238,2018_07_13_092300,0,1
682,361,Response,1653,5699205,2018-07-03 10:26:00.000,4139,146.739,-19.2885,Medium,2018-07-05 10:26:00.000,1,-191,2018_07_13_092300,0,1
683,362,Response,1653,5699254,2018-07-03 10:39:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-05 10:39:00.000,1,-191,2018_07_13_092300,0,1
684,363,Response,1653,5699742,2018-07-03 13:29:00.000,3344,146.760704,-19.297871,Medium,2018-07-05 13:29:00.000,1,-188,2018_07_13_092300,1,1
685,364,Response,1653,5701179,2018-07-04 10:38:00.000,5337,146.6749974,-19.1995716,Low,2018-07-13 10:38:00.000,1,1,2018_07_13_092300,0,1
686,365,Response,1653,5701663,2018-07-04 14:06:00.000,3358,146.727593,-19.317331,Medium,2018-07-06 14:06:00.000,1,-163,2018_07_13_092300,1,1
687,366,Response,1653,5703314,2018-07-05 13:17:00.000,3344,146.760704,-19.297871,Medium,2018-07-09 13:17:00.000,1,-92,2018_07_13_092300,1,1
688,367,Response,1653,5704299,2018-07-06 08:12:00.000,4075,146.6786,-19.2493,Medium,2018-07-10 08:12:00.000,1,-73,2018_07_13_092300,1,1
689,368,Response,1653,5708018,2018-07-10 08:25:00.000,3357,146.794952,-19.292549,Medium,2018-07-12 08:25:00.000,1,-25,2018_07_13_092300,1,1
690,370,Response,1653,5710124,2018-07-10 12:14:00.000,4139,146.739,-19.2885,Medium,2018-07-12 12:14:00.000,1,-21,2018_07_13_092300,1,1
691,371,Response,1653,5710485,2018-07-10 14:29:00.000,4139,146.739,-19.2885,Medium,2018-07-12 14:29:00.000,1,-19,2018_07_13_092300,1,1
692,372,Response,1653,5711288,2018-07-11 08:49:00.000,3344,146.760704,-19.297871,High,2018-07-11 12:49:00.000,1,-45,2018_07_13_092300,1,1
693,373,Response,1653,5711337,2018-07-11 09:06:00.000,3344,146.760704,-19.297871,Medium,2018-07-13 09:06:00.000,1,0,2018_07_13_092300,1,1
694,374,Response,1653,5711956,2018-07-11 13:06:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-13 13:06:00.000,1,4,2018_07_13_092300,1,1
695,375,Response,1653,5712105,2018-07-11 14:00:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-13 14:00:00.000,1,5,2018_07_13_092300,1,1
696,376,Response,1653,5712297,2018-07-11 15:24:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-13 15:24:00.000,1,6,2018_07_13_092300,1,1
697,377,Response,1653,5714432,2018-07-13 08:02:00.000,5337,146.6749974,-19.1995716,Medium,2018-07-17 08:02:00.000,1,95,2018_07_13_092300,0,1
698,378,Response,1653,5714797,2018-07-13 09:23:00.000,4139,146.739,-19.2885,Medium,2018-07-17 09:23:00.000,1,96,2018_07_13_092300,1,1
699,0,Current Location,1653,0,2099-12-31 00:00:00.000,0,146.739,-19.2885,Low,2099-12-31 00:00:00.000,0,0,2018_07_13_144100,0,1
700,2,PPM,1653,966890,2018-04-26 12:24:45.700,3344,146.760704,-19.297871,Low,2018-08-03 23:59:59.000,1,513,2018_07_13_144100,1,1
701,4,PPM,1653,982852,2018-05-17 14:36:48.810,1148,146.761557,-19.301663,Low,2018-07-04 23:59:59.000,1,-207,2018_07_13_144100,1,1
702,21,PPM,1653,998705,2018-05-25 08:54:16.620,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,513,2018_07_13_144100,1,1
703,22,PPM,1653,966891,2018-05-28 09:12:10.150,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,513,2018_07_13_144100,1,1
704,26,PPM,1653,1074386,2018-06-19 14:41:24.310,5337,146.6749974,-19.1995716,Low,2018-08-03 23:59:59.000,1,513,2018_07_13_144100,1,1
705,27,PPM,1653,1054626,2018-06-19 14:49:08.450,2969,146.150727,-18.651493,Low,2018-08-03 23:59:59.000,1,513,2018_07_13_144100,1,1
706,28,PPM,1653,1058362,2018-06-19 14:59:43.150,3321,146.8110675,-19.2477814,Low,2018-08-03 23:59:59.000,1,513,2018_07_13_144100,1,1
707,29,PPM,1653,1060715,2018-06-19 15:12:22.720,4139,146.739,-19.2885,Low,2018-08-03 23:59:59.000,1,513,2018_07_13_144100,1,1
708,30,PPM,1653,1060860,2018-06-19 15:13:14.230,3344,146.760704,-19.297871,Low,2018-08-03 23:59:59.000,1,513,2018_07_13_144100,1,1
709,31,PPM,1653,1060872,2018-06-19 15:13:19.010,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,513,2018_07_13_144100,1,1
710,32,PPM,1653,1018309,2018-06-25 09:35:29.320,2969,146.150727,-18.651493,Low,2018-08-03 23:59:59.000,1,513,2018_07_13_144100,1,1
711,34,PPM,1653,1020691,2018-06-25 10:02:40.860,3321,146.8110675,-19.2477814,Low,2018-08-03 23:59:59.000,1,513,2018_07_13_144100,1,1
712,35,PPM,1653,1022461,2018-06-25 10:37:51.290,4139,146.739,-19.2885,Low,2018-08-03 23:59:59.000,1,513,2018_07_13_144100,1,1
713,36,PPM,1653,1022617,2018-06-25 10:41:12.350,3344,146.760704,-19.297871,Low,2018-08-03 23:59:59.000,1,513,2018_07_13_144100,1,1
714,37,PPM,1653,1022629,2018-06-25 10:41:20.540,3357,146.794952,-19.292549,Low,2018-08-03 23:59:59.000,1,513,2018_07_13_144100,1,1
715,287,Response,1653,5623489,2018-05-14 11:18:00.000,2969,146.150727,-18.651493,Medium,2018-05-16 11:18:00.000,1,-1395,2018_07_13_144100,0,1
716,306,Response,1653,5640365,2018-05-24 12:29:00.000,4139,146.739,-19.2885,Medium,2018-05-28 12:29:00.000,1,-1106,2018_07_13_144100,0,1
717,340,Response,1653,5675289,2018-06-18 09:35:00.000,5337,146.6749974,-19.1995716,Medium,2018-06-20 09:35:00.000,1,-557,2018_07_13_144100,0,1
718,360,Response,1653,5693819,2018-06-29 11:04:00.000,2969,146.150727,-18.651493,Medium,2018-07-03 11:04:00.000,1,-243,2018_07_13_144100,0,1
719,361,Response,1653,5699205,2018-07-03 10:26:00.000,4139,146.739,-19.2885,Medium,2018-07-05 10:26:00.000,1,-196,2018_07_13_144100,0,1
720,362,Response,1653,5699254,2018-07-03 10:39:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-05 10:39:00.000,1,-196,2018_07_13_144100,0,1
721,363,Response,1653,5699742,2018-07-03 13:29:00.000,3344,146.760704,-19.297871,Medium,2018-07-05 13:29:00.000,1,-193,2018_07_13_144100,1,1
722,364,Response,1653,5701179,2018-07-04 10:38:00.000,5337,146.6749974,-19.1995716,Low,2018-07-13 10:38:00.000,1,-4,2018_07_13_144100,0,1
723,365,Response,1653,5701663,2018-07-04 14:06:00.000,3358,146.727593,-19.317331,Medium,2018-07-06 14:06:00.000,1,-168,2018_07_13_144100,1,1
724,366,Response,1653,5703314,2018-07-05 13:17:00.000,3344,146.760704,-19.297871,Medium,2018-07-09 13:17:00.000,1,-97,2018_07_13_144100,1,1
725,367,Response,1653,5704299,2018-07-06 08:12:00.000,4075,146.6786,-19.2493,Medium,2018-07-10 08:12:00.000,1,-78,2018_07_13_144100,1,1
726,368,Response,1653,5708018,2018-07-10 08:25:00.000,3357,146.794952,-19.292549,Medium,2018-07-12 08:25:00.000,1,-30,2018_07_13_144100,1,1
727,370,Response,1653,5710124,2018-07-10 12:14:00.000,4139,146.739,-19.2885,Medium,2018-07-12 12:14:00.000,1,-26,2018_07_13_144100,1,1
728,371,Response,1653,5710485,2018-07-10 14:29:00.000,4139,146.739,-19.2885,Medium,2018-07-12 14:29:00.000,1,-24,2018_07_13_144100,1,1
729,372,Response,1653,5711288,2018-07-11 08:49:00.000,3344,146.760704,-19.297871,High,2018-07-11 12:49:00.000,1,-50,2018_07_13_144100,1,1
730,373,Response,1653,5711337,2018-07-11 09:06:00.000,3344,146.760704,-19.297871,Medium,2018-07-13 09:06:00.000,1,-5,2018_07_13_144100,1,1
731,374,Response,1653,5711956,2018-07-11 13:06:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-13 13:06:00.000,1,-1,2018_07_13_144100,1,1
732,375,Response,1653,5712105,2018-07-11 14:00:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-13 14:00:00.000,1,0,2018_07_13_144100,1,1
733,376,Response,1653,5712297,2018-07-11 15:24:00.000,3321,146.8110675,-19.2477814,Medium,2018-07-13 15:24:00.000,1,1,2018_07_13_144100,1,1
734,377,Response,1653,5714432,2018-07-13 08:02:00.000,5337,146.6749974,-19.1995716,Medium,2018-07-17 08:02:00.000,1,90,2018_07_13_144100,0,1
735,378,Response,1653,5714797,2018-07-13 09:23:00.000,4139,146.739,-19.2885,Medium,2018-07-17 09:23:00.000,1,91,2018_07_13_144100,1,1
736,379,Response,1653,5715117,2018-07-13 14:41:00.000,4139,146.739,-19.2885,Low,2018-07-24 14:41:00.000,1,264,2018_07_13_144100,1,1
737,0,Current Location,1653,0,2099-12-31 00:00:00.000,0,146.739,-19.2885,Low,2099-12-31 00:00:00.000,0,0,2018_07_16_040000,0,3
